gene	mcf7.shank2	mcf7.rara	t47d.shank2	t47d.rara	average
SH2B3	2.8073549220576	0.584962500721156	1.8073549220576	1.58496250072116	1.69615871138938
HTRA1	2.58496250072116	1	1.58496250072116	1.58496250072116	1.68872187554087
ERAL1	2	0.584962500721156	1.58496250072116	2.58496250072116	1.68872187554087
NCKAP5L	2	0.584962500721156	1.32192809488736	2.8073549220576	1.67856137941653
ENTPD8	4.08746284125034	0.584962500721156	0	2	1.66810633549287
TCAP	2	NA	1.32192809488736	NA	1.66096404744368
NR1D1	1	NA	2.32192809488736	NA	1.66096404744368
RAPGEFL1	2.32192809488736	NA	1	NA	1.66096404744368
CLDN6	3.16992500144231	1.87446911791614	1.58496250072116	0	1.6573391550199
CADM2	0.415037499278844	2	1.58496250072116	2.58496250072116	1.64624062518029
VEGFA	3	2.58496250072116	-0.584962500721156	1.58496250072116	1.64624062518029
LSM12	2	1.41503749927884	1.58496250072116	1.58496250072116	1.64624062518029
WDR4	3	1	1.58496250072116	1	1.64624062518029
ZMYND11	2.8073549220576	1.8073549220576	0.321928094887362	1.58496250072116	1.63040010993093
ARID3A	1.50250034052918	0.192645077942396	2	2.8073549220576	1.62562508513229
SLC5A6	3	0.321928094887362	1.58496250072116	1.58496250072116	1.62296327408242
MIR711	2.32192809488736	1.58496250072116	1	1.58496250072116	1.62296327408242
RP11-215P8.4	2.32192809488736	1.58496250072116	1	1.58496250072116	1.62296327408242
NUDT14	2.58496250072116	1	1.58496250072116	1.32192809488736	1.62296327408242
NME4	2.16992500144231	1.58496250072116	0.415037499278844	2.32192809488736	1.62296327408242
CNOT3	1.73696559416621	1.41503749927884	2	1.32192809488736	1.6184827970831
VAT1L	1.22239242133645	2.32192809488736	1.32192809488736	1.58496250072116	1.61280277795808
NEAT1	1.23029761942179	1.24100809950379	1.16992500144231	2.8073549220576	1.61214641060637
FAM166A	0.893084796083488	0.415037499278844	2.32192809488736	2.8073549220576	1.60935132807682
AJAP1	2.8073549220576	0.263034405833794	0.736965594166206	2.58496250072116	1.59807935569469
PIGG	2.8073549220576	2.58496250072116	1	0	1.59807935569469
BTBD7	1.8073549220576	1.58496250072116	1	2	1.59807935569469
ANKRD52	2	0.584962500721156	2.8073549220576	1	1.59807935569469
KCNH1	1.32192809488736	1	1.73696559416621	2.32192809488736	1.59520544598523
CPSF3L	1.10433665981474	0.777607578663552	3	1.4594316186373	1.5853439642789
ATP5H	0.584962500721156	2	0.584962500721156	3.16992500144231	1.58496250072116
COBL	1.32192809488736	0.736965594166206	0.807354922057604	3.4594316186373	1.58142005743712
FTL	1.73696559416621	1	2	1.58496250072116	1.58048202372184
CCDC167	1	1	2.32192809488736	2	1.58048202372184
TOR2A	2.32192809488736	0	2	2	1.58048202372184
AC004466.1	1.41503749927884	1	1.58496250072116	2.32192809488736	1.58048202372184
TTC39A	1.32192809488736	1.58496250072116	0.584962500721156	2.8073549220576	1.57480200459682
EVPL	3	0.84799690655495	1.41503749927884	1	1.56575860145845
AC018359.1	2.58496250072116	0	2.32192809488736	1.32192809488736	1.55720467262397
FLNB	1.73696559416621	2.16992500144231	1.32192809488736	1	1.55720467262397
CDC25B	2.32192809488736	2.32192809488736	0.584962500721156	1	1.55720467262397
TFRC	1	1	2.58496250072116	1.58496250072116	1.54248125036058
BAI3	2	1.58496250072116	1	1.58496250072116	1.54248125036058
SP7	2	1.58496250072116	2.58496250072116	0	1.54248125036058
C13orf35	1.58496250072116	2	1.58496250072116	1	1.54248125036058
HBA2	2.58496250072116	1	1	1.58496250072116	1.54248125036058
RILP	1	1	2.58496250072116	1.58496250072116	1.54248125036058
SLC25A39	3	0	1.58496250072116	1.58496250072116	1.54248125036058
CERK	1.58496250072116	2	0	2.58496250072116	1.54248125036058
FGF14	2	2	1.58496250072116	0.584962500721156	1.54248125036058
EPX	3	0.584962500721156	1.58496250072116	1	1.54248125036058
MGLL	0.736965594166206	1.58496250072116	1.22239242133645	2.58496250072116	1.53232075423624
RP11-699L21.1	1	1.58496250072116	1.22239242133645	2.32192809488736	1.53232075423624
MED15	3.32192809488736	0.807354922057604	1	1	1.53232075423624
KCNH3	1	2.8073549220576	0	2.32192809488736	1.53232075423624
MUC1	0.485426827170242	1.58496250072116	1.58496250072116	2.4594316186373	1.52869586181247
IGF1R	1.82597060022495	0.584962500721156	1.37851162325373	2.32192809488736	1.5278432047718
DGAT1	1.42321143072454	0.857980995127572	2.8073549220576	1	1.52213683697743
BAX	1.58496250072116	1.32192809488736	1.58496250072116	1.58496250072116	1.51920389926271
CRKL	1.32192809488736	1.58496250072116	1.58496250072116	1.58496250072116	1.51920389926271
BAHD1	1.58496250072116	2.32192809488736	1.58496250072116	0.584962500721156	1.51920389926271
MTSS1L	0.584962500721156	1.58496250072116	1.58496250072116	2.32192809488736	1.51920389926271
MGAT3	2.32192809488736	1.58496250072116	0.584962500721156	1.58496250072116	1.51920389926271
CCR7	1.22239242133645	NA	1.8073549220576	NA	1.51487367169703
RBM14	1.08746284125034	2.32192809488736	0.321928094887362	2.32192809488736	1.51331178147811
KCNH7	2.4594316186373	1.58496250072116	1	1	1.51109852983961
LDLR	2.90689059560852	-0.415037499278844	1.22239242133645	2.32192809488736	1.50904340313837
SUN1	2.16992500144231	-0.321928094887362	1.58496250072116	2.58496250072116	1.50448047699932
CLCN7	1	0.84799690655495	1	3.16992500144231	1.50448047699931
PUSL1	0.736965594166206	0.628031222613042	2.32192809488736	2.32192809488736	1.50221325163849
GSDMD	2.58496250072116	-0.584962500721156	2	2	1.5
DCST1	1.41503749927884	1.58496250072116	2	1	1.5
EGR3	2	1	2	1	1.5
SH2D3C	2	1	3	0	1.5
PRSS53	2	1	1	2	1.5
STARD3	2	NA	1	NA	1.5
PNMT	2	NA	1	NA	1.5
SMOX	2	1	1	2	1.5
URM1	2.8073549220576	1.58496250072116	0.584962500721156	1	1.49431998087498
CCDC154	1	1.58496250072116	0.584962500721156	2.8073549220576	1.49431998087498
DOC2B	1	1.16992500144231	1	2.8073549220576	1.49431998087498
AC002310.13	1.32192809488736	2.32192809488736	1.58496250072116	0.736965594166206	1.49144607116552
DECR2	1.37851162325373	2	0	2.58496250072116	1.49086853099372
LINC00935	1.58496250072116	2	1.58496250072116	0.736965594166206	1.47672264890213
TSR1	2	0.321928094887362	1.58496250072116	2	1.47672264890213
AC104695.3	2.32192809488736	1	1.58496250072116	1	1.47672264890213
PALM2	1.58496250072116	2	1	1.32192809488736	1.47672264890213
THTPA	1.32192809488736	2	1	1.58496250072116	1.47672264890213
ANXA2	2	1.58496250072116	0	2.32192809488736	1.47672264890213
NLRC3	2.58496250072116	2	0	1.32192809488736	1.47672264890213
RP11-159D12.5	3	1.32192809488736	0	1.58496250072116	1.47672264890213
TUBD1	1	1.32192809488736	2	1.58496250072116	1.47672264890213
MIR4758	2.32192809488736	1	2.58496250072116	0	1.47672264890213
CCAR2	2.32192809488736	1	0.584962500721156	2	1.47672264890213
C8orf46	2.32192809488736	1	3	-0.415037499278844	1.47672264890213
C9orf173	-0.222392421336448	2.16992500144231	2.32192809488736	1.58496250072116	1.4636057939286
ARID1A	2	-0.736965594166206	2	2.58496250072116	1.46199922663874
MIR3187	2.32192809488736	0.584962500721156	0.321928094887362	2.58496250072116	1.45344529780426
PTPRF	0.584962500721156	3.16992500144231	1.32192809488736	0.736965594166206	1.45344529780426
TCF7	0.807354922057604	1	2	2	1.4518387305144
MEGF8	2.8073549220576	0.415037499278844	1.58496250072116	1	1.4518387305144
SPSB1	1.8073549220576	1	1	2	1.4518387305144
FBXO24	2.8073549220576	1	1	1	1.4518387305144
PAPPA2	1.4594316186373	1.32192809488736	1	2	1.44533992838116
TKT	1.4594316186373	2.32192809488736	2	0	1.44533992838116
PRRC2A	2.32192809488736	1.13750352374994	1	1.32192809488736	1.44533992838116
ACAD9	1.58496250072116	1	1.58496250072116	1.58496250072116	1.43872187554087
C11orf94	2.58496250072116	1.58496250072116	0	1.58496250072116	1.43872187554087
NKX2-1	1.58496250072116	1.58496250072116	1	1.58496250072116	1.43872187554087
TSNAXIP1	1.58496250072116	0	2.58496250072116	1.58496250072116	1.43872187554087
ATPAF2	1.58496250072116	1	1.58496250072116	1.58496250072116	1.43872187554087
LHX3	2	0.584962500721156	1.58496250072116	1.58496250072116	1.43872187554087
HBA1	2.58496250072116	0.584962500721156	1	1.58496250072116	1.43872187554087
B4GALT1	0.263034405833794	1.58496250072116	1.58496250072116	2.32192809488736	1.43872187554087
MIR5093	2.16992500144231	1.58496250072116	1.58496250072116	0.415037499278844	1.43872187554087
MLLT1	2.32192809488736	1.58496250072116	0.263034405833794	1.58496250072116	1.43872187554087
SNORA38	3.16992500144231	0.584962500721156	1	1	1.43872187554087
MIR661	1.22239242133645	1.32192809488736	1.58496250072116	1.58496250072116	1.42856137941653
MAPK14	2.8073549220576	0.584962500721156	0.736965594166206	1.58496250072116	1.42856137941653
TTC16	2.32192809488736	0	1.8073549220576	1.58496250072116	1.42856137941653
RP11-295K3.1	2.16992500144231	1.32192809488736	1.58496250072116	0.584962500721156	1.415444524443
SPNS2	0.678071905112638	1.84799690655495	2.32192809488736	0.807354922057604	1.41383795715314
HGFAC	0.415037499278844	2.32192809488736	1.32192809488736	1.58496250072116	1.41096404744368
LGALS3BP	2.32192809488736	0.415037499278844	1.58496250072116	1.32192809488736	1.41096404744368
MYO1A	2.32192809488736	2.32192809488736	0	1	1.41096404744368
ECI1	0.459431618637297	0.584962500721156	2	2.58496250072116	1.4073391550199
RP11-201K10.3	0.584962500721156	0.736965594166206	1.70043971814109	2.58496250072116	1.4018325784374
ACO2	0.15200309344505	0.321928094887362	2.8073549220576	2.32192809488736	1.40080355131934
E2F2	2	1.58496250072116	1	1	1.39624062518029
CTDSPL	2	1.58496250072116	1	1	1.39624062518029
GAD2	2	0	1.58496250072116	2	1.39624062518029
H2AFY2	2.58496250072116	0	1	2	1.39624062518029
SNORD1B	2	1	1	1.58496250072116	1.39624062518029
C21orf128	1.58496250072116	1	2	1	1.39624062518029
GTF2IRD1	1.39231742277876	3	0.192645077942396	1	1.39624062518029
ACBD4	1.41503749927884	0.584962500721156	2	1.58496250072116	1.39624062518029
ELL	1.24792751344359	2.32192809488736	2	0	1.39246390208274
ZNF335	1.8073549220576	0.584962500721156	1.58496250072116	1.58496250072116	1.39056060605527
PTPN1	0.192645077942396	1.4594316186373	1.58496250072116	2.32192809488736	1.38974182304705
ACTB	1.16992500144231	-0.678071905112638	2.32192809488736	2.73696559416621	1.38768669634581
SLC22A12	1.22239242133645	0	2	2.32192809488736	1.38608012905595
TRAF4	2.8073549220576	0.415037499278844	1.32192809488736	1	1.38608012905595
ACTG1	0.736965594166206	1.50250034052918	1.8073549220576	1.48542682717024	1.38306192098081
APRT	1.58496250072116	1.87446911791614	0.736965594166206	1.32192809488736	1.37958132692272
SNORD83B	3	0.321928094887362	0.874469117916141	1.32192809488736	1.37958132692272
NAT9	2.32192809488736	2.70043971814109	0	0.485426827170242	1.37694866004967
IP6K3	1.58496250072116	0.736965594166206	0.584962500721156	2.58496250072116	1.37296327408242
HDAC1	1	1.58496250072116	1.58496250072116	1.32192809488736	1.37296327408242
SBP1	2.58496250072116	1.58496250072116	1.32192809488736	0	1.37296327408242
ASRGL1	2.32192809488736	0	1.58496250072116	1.58496250072116	1.37296327408242
DCTN2	1.32192809488736	1.58496250072116	1	1.58496250072116	1.37296327408242
IQGAP3	1	0.584962500721156	2.32192809488736	1.58496250072116	1.37296327408242
LPPR1	2.32192809488736	1.58496250072116	1	0.584962500721156	1.37296327408242
NEK9	2.32192809488736	1	0.584962500721156	1.58496250072116	1.37296327408242
GAMT	2.32192809488736	1.58496250072116	0.584962500721156	1	1.37296327408242
PTPRA	2.58496250072116	0.584962500721156	1.32192809488736	1	1.37296327408242
G6PD	1.58496250072116	1.70043971814109	0.584962500721156	1.58496250072116	1.36383180507614
KRT80	1.8073549220576	0.736965594166206	1.58496250072116	1.32192809488736	1.36280277795808
CDK10	0.893084796083488	1.16046467219325	0.807354922057604	2.58496250072116	1.36146672276388
MIDN	2.70043971814109	0	0.415037499278844	2.32192809488736	1.35935132807682
BCAS1	0.943416471633633	0.906890595608518	2.58496250072116	1	1.35881739199083
KDM4B	2.58496250072116	1.26303440583379	0.736965594166206	0.84799690655495	1.35823985181903
PLEKHJ1	2	1	3.16992500144231	-0.736965594166206	1.35823985181903
GALR2	1.73696559416621	-0.321928094887362	2	2	1.35375937481971
PCBD2	3	2	1	-0.584962500721156	1.35375937481971
SMG9	3	0.415037499278844	1	1	1.35375937481971
TMEM44	0	1	2.8073549220576	1.58496250072116	1.34807935569469
MMS19	1.8073549220576	1.58496250072116	0	2	1.34807935569469
SPINT2	1.8073549220576	1	1	1.58496250072116	1.34807935569469
RPL13	2.11547721741994	1.58496250072116	0.678071905112638	1	1.34462790581343
NBPF1	1.87446911791614	2.58496250072116	-0.415037499278844	1.32192809488736	1.34158055356145
GPAA1	0.192645077942396	1	1.58496250072116	2.58496250072116	1.34064251984618
SHANK2	NA	1	NA	1.67807190511264	1.33903595255632
TUBA1B	1.22239242133645	1	1.32192809488736	1.8073549220576	1.33791885957035
SRP68	2.70043971814109	0.15200309344505	1.32192809488736	1.16992500144231	1.33607397697895
TOMM40	1.58496250072116	1.58496250072116	0.584962500721156	1.58496250072116	1.33496250072116
AHDC1	2.16992500144231	1.58496250072116	0	1.58496250072116	1.33496250072116
MIR941-2	2.16992500144231	1.58496250072116	1	0.584962500721156	1.33496250072116
MIR941-3	2.16992500144231	1.58496250072116	1	0.584962500721156	1.33496250072116
MIR941-1	2.16992500144231	1.58496250072116	1	0.584962500721156	1.33496250072116
CHSY1	3.16992500144231	1	0.584962500721156	0.584962500721156	1.33496250072116
MDK	1.41503749927884	1.58496250072116	0.736965594166206	1.58496250072116	1.33048202372184
FPGS	2	-0.584962500721156	1.58496250072116	2.32192809488736	1.33048202372184
PLCH2	2	1.58496250072116	1.41503749927884	0.321928094887362	1.33048202372184
PEX11B	2.32192809488736	1	1	1	1.33048202372184
MIR191	1.41503749927884	2.58496250072116	0	1.32192809488736	1.33048202372184
NEURL1B	1	1	2	1.32192809488736	1.33048202372184
SASH1	2.32192809488736	1	1	1	1.33048202372184
TNPO3	1	0	2	2.32192809488736	1.33048202372184
C9orf69	1	2.32192809488736	1	1	1.33048202372184
LSP1	2.32192809488736	1	2	0	1.33048202372184
DGKZ	1	2.32192809488736	1	1	1.33048202372184
TMEM109	1.32192809488736	1	1.41503749927884	1.58496250072116	1.33048202372184
CHD8	1.32192809488736	2	1	1	1.33048202372184
HSH2D	2.32192809488736	2	1	0	1.33048202372184
ANKRD27	1	2.32192809488736	1	1	1.33048202372184
RPS11	0.415037499278844	2.32192809488736	0.584962500721156	2	1.33048202372184
RECQL5	1.15200309344505	-0.169925001442312	2	2.32192809488736	1.32600154672252
SNORA57	-0.192645077942396	1.58496250072116	1.58496250072116	2.32192809488736	1.32480200459682
ZFAS1	1.58496250072116	1.32192809488736	0.584962500721156	1.8073549220576	1.32480200459682
LARP1	2.8073549220576	1.32192809488736	0.584962500721156	0.584962500721156	1.32480200459682
MIR92B	-0.321928094887362	1	2	2.58496250072116	1.31575860145845
ZBTB7B	0.584962500721156	3	1	0.678071905112638	1.31575860145845
CBFA2T2	0.263034405833794	1	2	2	1.31575860145845
SLC38A2	1.50250034052918	2.16992500144231	0	1.58496250072116	1.31434696067316
UBE2S	0.485426827170242	1.58496250072116	1.58496250072116	1.58496250072116	1.31007858233343
KCNB2	0.807354922057604	1.58496250072116	-0.485426827170242	3.32192809488736	1.30720467262397
ARHGAP6	1.32192809488736	2.32192809488736	1.58496250072116	0	1.30720467262397
PLA2G4D	1	2.32192809488736	0.584962500721156	1.32192809488736	1.30720467262397
FBXL18	1.22239242133645	1	1	2	1.30559810533411
DNASE1L2	0.459431618637297	1.73696559416621	1	2	1.29909930320088
RPL3	3	0	0.874469117916141	1.32192809488736	1.29909930320088
SUGCT	2.4594316186373	1.32192809488736	0	1.41503749927884	1.29909930320088
PCNT	0.691877704637668	1	1.90689059560852	1.58496250072116	1.29593270024184
C1orf173	1.58496250072116	1.58496250072116	1	1	1.29248125036058
C1orf189	2.58496250072116	0	1.58496250072116	1	1.29248125036058
TOR3A	1.58496250072116	1.58496250072116	1	1	1.29248125036058
ZAP70	1.58496250072116	2	0	1.58496250072116	1.29248125036058
MLTK	1.58496250072116	1.58496250072116	1	1	1.29248125036058
PLEKHM3	1	1.58496250072116	1.58496250072116	1	1.29248125036058
AC096574.4	1	1.58496250072116	1.58496250072116	1	1.29248125036058
PXK	0	1	2.58496250072116	1.58496250072116	1.29248125036058
FSTL1	1.58496250072116	0	1.58496250072116	2	1.29248125036058
LDB2	1.58496250072116	1	1	1.58496250072116	1.29248125036058
CTC-241N9.1	2	0	1.58496250072116	1.58496250072116	1.29248125036058
ABHD11	1.58496250072116	0	1.58496250072116	2	1.29248125036058
LIMK1	1.58496250072116	1.58496250072116	1	1	1.29248125036058
EXTL3	1.58496250072116	1	1	1.58496250072116	1.29248125036058
RP11-344B5.2	1	1.58496250072116	1	1.58496250072116	1.29248125036058
AKR1E2	1.58496250072116	1	1.58496250072116	1	1.29248125036058
PDE6C	2	-1	1.58496250072116	2.58496250072116	1.29248125036058
IFITM10	1.58496250072116	2.58496250072116	1	0	1.29248125036058
MS4A4A	1.58496250072116	0	2.58496250072116	1	1.29248125036058
KCTD21	1.58496250072116	2	0	1.58496250072116	1.29248125036058
SENP1	2.58496250072116	1.58496250072116	1	0	1.29248125036058
ITGB7	1	1.58496250072116	1.58496250072116	1	1.29248125036058
APPL2	2	0	1.58496250072116	1.58496250072116	1.29248125036058
PAPLN	1	1.58496250072116	1	1.58496250072116	1.29248125036058
ZNF764	1.58496250072116	2	1.58496250072116	0	1.29248125036058
PPP1R1B	0	NA	2.58496250072116	NA	1.29248125036058
KRTAP9-9	1.58496250072116	NA	1	NA	1.29248125036058
DLX3	1.58496250072116	1	1.58496250072116	1	1.29248125036058
RP11-159D12.2	1.58496250072116	1.58496250072116	1	1	1.29248125036058
HMG20B	1	1.58496250072116	1	1.58496250072116	1.29248125036058
CTB-102L5.4	1.58496250072116	1.58496250072116	1	1	1.29248125036058
PTPN7	2.58496250072116	2	0.584962500721156	0	1.29248125036058
NKD2	0.584962500721156	0	3	1.58496250072116	1.29248125036058
TRIM39-RPP21	2	1	1.58496250072116	0.584962500721156	1.29248125036058
OPLAH	2	-0.415037499278844	1	2.58496250072116	1.29248125036058
LRRK2	1	0.584962500721156	2	1.58496250072116	1.29248125036058
PCBP2	2.58496250072116	2	0.584962500721156	0	1.29248125036058
PFAS	0.584962500721156	2	1	1.58496250072116	1.29248125036058
ADORA2B	1.58496250072116	0.584962500721156	1	2	1.29248125036058
USP36	0.736965594166206	0.84799690655495	2	1.58496250072116	1.29248125036058
ZNF274	1	2.58496250072116	0.584962500721156	1	1.29248125036058
NECAB3	1.41503749927884	1.58496250072116	0.584962500721156	1.58496250072116	1.29248125036058
XBP1	1	0.584962500721156	2	1.58496250072116	1.29248125036058
PRR5	2	1	1.58496250072116	0.584962500721156	1.29248125036058
PANK4	0.263034405833794	2.58496250072116	1.32192809488736	1	1.29248125036058
MED24	0.584962500721156	NA	2	NA	1.29248125036058
RP11-506O24.1	3.16992500144231	1	0	1	1.29248125036058
EPS15L1	1	1.26303440583379	1.32192809488736	1.58496250072116	1.29248125036058
PRKCE	1.16992500144231	0.584962500721156	1.41503749927884	2	1.29248125036058
C8orf33	1.44745897697122	1.8073549220576	0.584962500721156	1.32192809488736	1.29042612365933
IMPDH2	1.41503749927884	0.736965594166206	0.415037499278844	2.58496250072116	1.28800077336126
SARDH	1.8073549220576	0	1.58496250072116	1.73696559416621	1.28232075423624
MYBBP1A	1	0.807354922057604	2.32192809488736	1	1.28232075423624
GOLGA1	2.8073549220576	0.584962500721156	0.736965594166206	1	1.28232075423624
PLEKHA6	0	1	1.8073549220576	2.32192809488736	1.28232075423624
UQCC2	1.32192809488736	2	1.8073549220576	0	1.28232075423624
SURF2	1.22239242133645	-1.58496250072116	3.16992500144231	2.32192809488736	1.28232075423624
TNRC18	1.92599941855622	0.169925001442312	1	2	1.27398110499963
MYBPC3	1.67807190511264	2	0.415037499278844	1	1.27327735109787
CCBL1	-0.415037499278844	2.32192809488736	1.58496250072116	1.58496250072116	1.26920389926271
AC040160.1	0.584962500721156	1.32192809488736	1.58496250072116	1.58496250072116	1.26920389926271
TMEM175	0.169925001442312	1.58496250072116	1.32192809488736	2	1.26920389926271
SCARF1	0.584962500721156	0.584962500721156	2.58496250072116	1.32192809488736	1.26920389926271
RP11-161M6.2	0.485426827170242	1.58496250072116	1	2	1.26759733197285
PRPF8	0.485426827170242	3	0	1.58496250072116	1.26759733197285
AC084125.4	0.669851398307669	0.0780025120012732	2	2.32192809488736	1.26744550129908
GLTPD1	1.44745897697122	1.48542682717024	1.32192809488736	0.807354922057604	1.26554220527161
KRT8	1.38702312310925	0.765534746362977	2.16992500144231	0.736965594166206	1.26486211627019
RP11-831H9.11	0.15200309344505	1.58496250072116	2	1.32192809488736	1.26472342226339
EXOSC4	-0.169925001442312	1.32192809488736	1.58496250072116	2.32192809488736	1.26472342226339
FRG2C	0.736965594166206	2	1.32192809488736	1	1.26472342226339
EDIL3	0.736965594166206	1	1	2.32192809488736	1.26472342226339
TMEM189-UBE2V1	0.736965594166206	1	1	2.32192809488736	1.26472342226339
TMEM189	0.736965594166206	1	1	2.32192809488736	1.26472342226339
SNORD83A	3	0	0.736965594166206	1.32192809488736	1.26472342226339
MUC4	2.32192809488736	1	0.415037499278844	1.32192809488736	1.26472342226339
SYNGAP1	1.32192809488736	2.32192809488736	0.415037499278844	1	1.26472342226339
MRPL28	0.874469117916141	0	1.58496250072116	2.58496250072116	1.26109852983962
TRIM46	0.415037499278844	0.584962500721156	1.58496250072116	2.4594316186373	1.26109852983961
SH3GLB2	0.321928094887362	0.736965594166206	1.8073549220576	2.16992500144231	1.25904340313837
AC020922.1	1.22239242133645	0	1.8073549220576	2	1.25743683584851
CYBA	1.44057259138598	0.584962500721156	0.415037499278844	2.58496250072116	1.25638377302678
CELSR1	2.70043971814109	1	0.584962500721156	0.736965594166206	1.25559195325711
RTN4RL1	2.11547721741994	0.893084796083488	2.58496250072116	-0.584962500721156	1.25214050337586
BICD1	-0.584962500721156	2	1	2.58496250072116	1.25
MNT	3	0.415037499278844	0	1.58496250072116	1.25
MIR33B	1.58496250072116	0.415037499278844	2	1	1.25
AC004463.6	3	-0.584962500721156	1	1.58496250072116	1.25
NCSTN	1	0	2	2	1.25
GPATCH2	0	2	2	1	1.25
ACTN2	1	1	1	2	1.25
SPR	2	1	1	1	1.25
TOPBP1	2	2	1	0	1.25
RP11-8L2.1	2	1	2	0	1.25
SIMC1	2	1	1	1	1.25
POR	1.41503749927884	1	1.58496250072116	1	1.25
BIN3	1	1	2	1	1.25
MIR4686	2	1	1	1	1.25
ALX4	2	0	1	2	1.25
RNMTL1	2	0	1	2	1.25
B4GALNT2	2	0	2	1	1.25
AC127496.1	1	0	2	2	1.25
RPS15	0	1	2	2	1.25
RPS28	1	1	2	1	1.25
APOE	2	1	1	1	1.25
NAPSB	2	1	1	1	1.25
CSRP2BP	1	1	1	2	1.25
ATP6AP1	3	1	0	1	1.25
GPI	0.678071905112638	2	2.32192809488736	0	1.25
PALM2-AKAP2	0.584962500721156	2.32192809488736	0.678071905112638	1.41503749927884	1.25
AKAP2	0.584962500721156	2.32192809488736	0.678071905112638	1.41503749927884	1.25
PRKAR1B	1	-0.15200309344505	3.4594316186373	0.678071905112638	1.24637510757622
PEX16	1.58496250072116	1.58496250072116	0.807354922057604	1	1.24431998087498
CDK2AP2	0.807354922057604	1.58496250072116	1.58496250072116	1	1.24431998087498
MTHFD1L	0.485426827170242	1.32192809488736	1.58496250072116	1.58496250072116	1.24431998087498
KDM4A	1.8073549220576	1.58496250072116	1.58496250072116	0	1.24431998087498
CAPZB	2.16992500144231	1.22239242133645	1	0.584962500721156	1.24431998087498
ETNK2	1.8073549220576	1	1.58496250072116	0.584962500721156	1.24431998087498
SH3BP5L	1.8073549220576	1.58496250072116	-0.415037499278844	2	1.24431998087498
RP11-1055B8.4	1	-0.415037499278844	1.58496250072116	2.8073549220576	1.24431998087498
CTC-435M10.3	0.584962500721156	1.58496250072116	2.8073549220576	0	1.24431998087498
RNPS1	1.37851162325373	0	1.58496250072116	2	1.24086853099372
GYS1	1.70043971814109	0.678071905112638	0.584962500721156	2	1.24086853099372
PTBP1	2.11547721741994	1.41503749927884	0.415037499278844	1	1.23638805399441
MAMDC4	1.72246602447109	0.160464672193246	1.58496250072116	1.4594316186373	1.2318312040057
ACACA	1.58496250072116	0.652076696579693	1.16992500144231	1.50250034052918	1.22736613481809
DLL4	1.58496250072116	1.58496250072116	0.736965594166206	1	1.22672264890213
PYROXD2	1	0.584962500721156	0.736965594166206	2.58496250072116	1.22672264890213
NOLC1	2	1	1.58496250072116	0.321928094887362	1.22672264890213
CA5A	0.321928094887362	1	2	1.58496250072116	1.22672264890213
RPS8	2	2.32192809488736	1.58496250072116	-1	1.22672264890213
SNORD38A	2	2.32192809488736	1.58496250072116	-1	1.22672264890213
NBAS	1.58496250072116	1	1	1.32192809488736	1.22672264890213
SPTBN1	2.32192809488736	-1.58496250072116	1.58496250072116	2.58496250072116	1.22672264890213
